:BeginHeader
Using satellite data from MODIS/AQUA
Match-up generation datetime: 2021-12-02T13:07:03
Investigator: ermaure
Contact: maure@npec.or.jp
Missing: -999
Delimiter: comma
Header rows: 14
VALIDATION CRITERIA applied to this match-up
-Box size of satellite extract: 5 x 5 = 25 pixels
-Minimum percent valid satellite pixels: 25.0
-Maximum time difference between satellite and in situ: 3 h
-Level-2 flags considered for data screening: ATMFAIL+LAND+CLDICE+CHLFAIL+NAVFAIL
:EndHeader
cruise,Year,Month,Day,Hour,Minute,Second,Lat,Lon,id,etopo2,chl,Datetime,Filename,Variable [Units],StartDatetime,EndDatetime,ValidPixels,InvalidPixels,Min,Max,Mean,STD,Median,PointValue,PixelValue01,PixelValue02,PixelValue03,PixelValue04,PixelValue05,PixelValue06,PixelValue07,PixelValue08,PixelValue09,PixelValue10,PixelValue11,PixelValue12,PixelValue13,PixelValue14,PixelValue15,PixelValue16,PixelValue17,PixelValue18,PixelValue19,PixelValue20,PixelValue21,PixelValue22,PixelValue23,PixelValue24,PixelValue25,PixelFlags01,PixelFlags02,PixelFlags03,PixelFlags04,PixelFlags05,PixelFlags06,PixelFlags07,PixelFlags08,PixelFlags09,PixelFlags10,PixelFlags11,PixelFlags12,PixelFlags13,PixelFlags14,PixelFlags15,PixelFlags16,PixelFlags17,PixelFlags18,PixelFlags19,PixelFlags20,PixelFlags21,PixelFlags22,PixelFlags23,PixelFlags24,PixelFlags25
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00331400,0.00511200,0.00426032,0.00047733,0.00423800,0.00448200,0.00511200,0.00505800,0.00482200,0.00454400,0.00423800,0.00487600,0.00468200,0.00434000,0.00415400,0.00376200,0.00475200,0.00448800,0.00448200,0.00422000,0.00367400,0.00448800,0.00425200,0.00402400,0.00376800,0.00336400,0.00420600,0.00418600,0.00398200,0.00372000,0.00331400,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00305800,0.00473200,0.00394360,0.00043993,0.00395000,0.00414600,0.00473200,0.00465800,0.00444200,0.00416200,0.00385600,0.00454200,0.00432400,0.00396800,0.00382800,0.00346800,0.00438600,0.00419200,0.00414600,0.00399200,0.00340000,0.00419400,0.00395000,0.00374800,0.00349600,0.00316200,0.00393200,0.00388200,0.00366000,0.00341200,0.00305800,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00073000,0.00105800,0.00088712,0.00009657,0.00088600,0.00088800,0.00105800,0.00099600,0.00102600,0.00102000,0.00098000,0.00099400,0.00093400,0.00097200,0.00088000,0.00073000,0.00094800,0.00087800,0.00088800,0.00088600,0.00074200,0.00094400,0.00090600,0.00088000,0.00080200,0.00079000,0.00082200,0.00079000,0.00078200,0.00079000,0.00074000,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00054400,0.00082000,0.00067048,0.00008000,0.00068600,0.00068600,0.00082000,0.00080600,0.00077800,0.00071600,0.00069600,0.00077600,0.00072400,0.00069000,0.00064600,0.00057000,0.00076400,0.00070000,0.00068600,0.00069200,0.00058400,0.00072400,0.00065600,0.00061200,0.00057400,0.00054600,0.00062600,0.00064600,0.00060400,0.00058200,0.00054400,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00058000,0.00082000,0.00068920,0.00006392,0.00067400,0.00066800,0.00082000,0.00079400,0.00075200,0.00071400,0.00070400,0.00078200,0.00073800,0.00073600,0.00067400,0.00058000,0.00076800,0.00071200,0.00066800,0.00065800,0.00061200,0.00074200,0.00068400,0.00064800,0.00061400,0.00059600,0.00066000,0.00067000,0.00065200,0.00064000,0.00061200,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,chlor_a [mg m^-3],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,1.27586269,2.19523239,1.68940651,1.20067214,1.70409203,-999,-999,-999,-999,-999,2.19523239,1.94689834,1.99775124,-999,-999,-999,1.48336864,-999,1.70409203,1.65930176,1.27586269,-999,-999,-999,-999,-999,1.90494072,1.28792179,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00075800,0.00266800,0.00164845,0.00049135,0.00156000,-999,-999,-999,-999,-999,0.00266800,0.00172400,0.00142400,-999,-999,-999,0.00075800,-999,0.00210000,0.00168200,0.00156000,-999,-999,-999,-999,-999,0.00144400,0.00147600,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00136600,0.00267800,0.00208311,0.00033658,0.00207600,-999,-999,-999,-999,-999,0.00267800,0.00207600,0.00193800,-999,-999,-999,0.00136600,-999,0.00243800,0.00205800,0.00208800,-999,-999,-999,-999,-999,0.00202200,0.00208400,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00243800,0.00335200,0.00295000,0.00024205,0.00293400,-999,-999,-999,-999,-999,0.00335200,0.00293400,0.00290200,-999,-999,-999,0.00243800,-999,0.00324800,0.00290200,0.00295600,-999,-999,-999,-999,-999,0.00285200,0.00296600,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00252600,0.00374600,0.00313178,0.00032681,0.00317000,-999,-999,-999,-999,-999,0.00374600,0.00323200,0.00322400,-999,-999,-999,0.00252600,-999,0.00342200,0.00306400,0.00293000,-999,-999,-999,-999,-999,0.00317000,0.00287200,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00229400,0.00363400,0.00292245,0.00036421,0.00294200,-999,-999,-999,-999,-999,0.00363400,0.00305000,0.00304600,-999,-999,-999,0.00229400,-999,0.00322000,0.00284800,0.00262400,-999,-999,-999,-999,-999,0.00294200,0.00264400,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00013600,0.00073200,0.00047489,0.00016670,0.00052400,-999,-999,-999,-999,-999,0.00050800,0.00027600,0.00013600,-999,-999,-999,0.00073200,-999,0.00057600,0.00042000,0.00052600,-999,-999,-999,-999,-999,0.00057600,0.00052400,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00037400,0.00065200,0.00046378,0.00008061,0.00045400,-999,-999,-999,-999,-999,0.00065200,0.00045600,0.00039000,-999,-999,-999,0.00037400,-999,0.00050600,0.00045400,0.00042200,-999,-999,-999,-999,-999,0.00051400,0.00040600,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,19,10,0,25.9814,-82.1665,6891.0,7.0,1.10215,2006-01-05T19:10:00,A2006005181500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,0.00035200,0.00065200,0.00055045,0.00008551,0.00058600,-999,-999,-999,-999,-999,0.00058600,0.00046400,0.00035200,-999,-999,-999,0.00060800,-999,0.00058800,0.00053600,0.00057400,-999,-999,-999,-999,-999,0.00065200,0.00059400,-999,-999,-999,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL
wfs0601,2006,1,5,20,25,0,26.1518,-82.0972,6892.0,12.0,1.18275,2006-01-05T20:25:00,A2006005181500.L2_LAC_OC.nc,chlor_a [mg m^-3],2006-01-05T18:15:01,2006-01-05T18:20:00,9,16,1.84463561,2.77587223,2.10611088,1.11394236,2.06958532,-32767.00000000,2.06958532,-999,-999,-999,-999,-999,-999,2.77587223,-999,-999,-999,-999,-999,-999,-999,2.16390347,2.16311765,2.07014441,-999,-999,2.00677323,2.00007629,1.97821760,1.84463561,-999,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,HILT+COASTZ+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+TURBIDW+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+CLDICE+HIPOL+PRODFAIL
